filename,class,class_id,name_vi,name_en,width,height,md5,size_bytes
Dạo quanh Hồ Hoàn Kiếm chiêm ngưỡng nét đẹp cổ điển của thủ đô.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,b5a52d412ed1c8da1ab939714e4f9198,23352
Giới thiệu đền Ngọc Sơn và khu vực Hồ Hoàn Kiếm – Linhna.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,6f46565866bdc0ac6da116bf767afb53,31061
"Hanoi turtle tower _ 4,9 nghìn ảnh, hình ảnh có sẵn và ảnh miễn phí bản  quyền _ Shutterstock.jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,c4881766254a92dfed581a8f46790ddb,26726
Hà Hồng _ Hồ Hoàn Kiếm _ Kỷ niệm riêng của mỗi người (1).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,d60a80666c47ebb3b4b779ba7dda1ba4,25409
Hà Hồng _ Hồ Hoàn Kiếm _ Kỷ niệm riêng của mỗi người (2).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,691e7ade6968c46d0f51ce91e337f943,18670
Hà Hồng _ Hồ Hoàn Kiếm _ Kỷ niệm riêng của mỗi người.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,491f75eecbc08e71c28d4c5722b4a036,25572
"Hà Nội dự kiến cải tạo Tháp Rùa, Nhà hát Lớn _ baotintuc.vn.jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,0c37c4ba787b547c747f64540ee4891a,27435
Hà Nội_ lãng mạn hồ Hoàn Kiếm và tháp Rùa – Du Lịch Bụi Ăn Chay (1).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,d6248b3348e5c044fd9afcbaa19dc165,34682
Hà Nội_ lãng mạn hồ Hoàn Kiếm và tháp Rùa – Du Lịch Bụi Ăn Chay (10).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,f463f225e40d524bdba9239968a0d1bb,37835
Hà Nội_ lãng mạn hồ Hoàn Kiếm và tháp Rùa – Du Lịch Bụi Ăn Chay (2).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,0c4787c4bf53cc392ee8339373329404,34544
Hà Nội_ lãng mạn hồ Hoàn Kiếm và tháp Rùa – Du Lịch Bụi Ăn Chay (3).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,67b10d43bbb769fa5f5daaa91a569e57,21781
Hà Nội_ lãng mạn hồ Hoàn Kiếm và tháp Rùa – Du Lịch Bụi Ăn Chay (4).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,66b726796b542f3440ccf9ea2d8cc32a,37749
Hà Nội_ lãng mạn hồ Hoàn Kiếm và tháp Rùa – Du Lịch Bụi Ăn Chay (5).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,25c9bee21713bd93334d41201e68dad0,22318
Hà Nội_ lãng mạn hồ Hoàn Kiếm và tháp Rùa – Du Lịch Bụi Ăn Chay (6).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,e4f23e10284adf8de232485dd39d26bf,22427
Hà Nội_ lãng mạn hồ Hoàn Kiếm và tháp Rùa – Du Lịch Bụi Ăn Chay (7).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,e20623e2c80d88de6aebbd4ecf970c51,33030
Hà Nội_ lãng mạn hồ Hoàn Kiếm và tháp Rùa – Du Lịch Bụi Ăn Chay (9).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,d0953f815e8a50e341ed36b785a4cbbd,36071
Hà Nội_ lãng mạn hồ Hoàn Kiếm và tháp Rùa – Du Lịch Bụi Ăn Chay.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,bb81f1fde10e48fa3dadbdbb60391918,37367
"Hình ảnh _Cụ Rùa ngậm gươm_ xuất hiện ở Hồ Hoàn Kiếm, gây xôn xao thật hư  ra sao_ _ Thế giới kỳ thú _ Đời sống - VGT.jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,4e5baf8d8104f16f59840655554b2f8c,22617
Hình ảnh lạ về Quy Sơn tháp giữa Hồ Gươm _ Báo Dân trí.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,ebff2100b84ebac1b6f12ade43ce8fa1,25596
"Hơn 650 Tháp Rùa ảnh, hình chụp & hình ảnh trả phí bản quyền một lần sẵn có  - iStock (1).jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,62deff76a7aa273779f86ddbe14313ef,27835
"Hơn 650 Tháp Rùa ảnh, hình chụp & hình ảnh trả phí bản quyền một lần sẵn có  - iStock (2).jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,8031db98337c49fa63145a74ef8ef445,25062
"Hơn 650 Tháp Rùa ảnh, hình chụp & hình ảnh trả phí bản quyền một lần sẵn có  - iStock.jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,a57df49f58bb4993d380ed5ede10664c,29289
Hồ Gươm bất ngờ có… 2 tháp Rùa.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,6bf285221a6ae1d07850f67c380cd01d,19405
Hồ Gươm gắn liền cuộc sống người dân Hà Nội.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,7795754a32bba0e3c8da87df26b3ff7c,23503
Hồ Gươm không còn cụ rùa có nên thả rùa thay thế_.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,2b2073e810aea11009521d8b8fceee16,22435
Hồ Gươm đẹp huyền ảo trong đêm chiếu sáng nghệ thuật (1).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,cc115292e1e588df954275156bca8662,28538
"Hồ Gươm, trái tim của Hà Nội.jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,07759cd241e298e9b0c3b4fb6a92a85f,40777
Hồ Hoàn Kiếm (Hồ Gươm) - Kinh nghiệm du lịch chi tiết nhất.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,c8e089c72b4379e92e1ea8c755efc01b,38581
"Hồ Hoàn Kiếm (Hồ Gươm), Hà Nội _ Justfly.vn.jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,60b5c1a73cae30b6832988a84e211387,31204
"Hồ Hoàn Kiếm - chỉ dẫn du lịch Hồ Hoàn Kiếm ,Q. Hoàn Kiếm, Thủ đô Hà Nội -  TRIPMAP (1).jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,7b3f1fe1480eae0b9fc23b712fd1217b,25151
"Hồ Hoàn Kiếm - chỉ dẫn du lịch Hồ Hoàn Kiếm ,Q. Hoàn Kiếm, Thủ đô Hà Nội -  TRIPMAP.jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,e8e1b44597bd8778b53c59f8906387f9,38210
Hồ Hoàn Kiếm - Điểm đến - Cục Du lịch Quốc gia Việt Nam.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,988fec30b3a9b51b2788f48aa1306e1f,39136
Hồ Hoàn Kiếm bừng sáng trong bữa tiệc nghệ thuật 3D Mapping.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,bd2a74ca93890c8af0f047d4b3b4d30d,15253
Hồ Hoàn Kiếm thơ mộng giữa thu Hà Nội.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,67d0c4a8bce3bc22202e1df6bd4376de,31767
Hồ Hoàn Kiếm – thắng cảnh huyền thoại giữa lòng Thủ Đô.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,297f9abfac40400433bcc4b441d25ed1,35438
Hồ Hoàn Kiếm_ Biểu Tượng Vĩnh Cửu Của Thủ Đô Ngàn Năm Văn Hiến.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,7bdd852ad6d3c2dfeb982b6fb6594670,31029
Hồ Hoàn Kiếm_ Cẩm Nang Toàn Tập Cho Chuyến Đi Hoàn Hảo (1).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,7da3db14f3810938bc09f5e5036f5fba,35068
Hồ Hoàn Kiếm_ Cẩm Nang Toàn Tập Cho Chuyến Đi Hoàn Hảo.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,2b6e80cfc9e8c3539362fd86851eccb8,32241
Khám Phá Tháp Rùa Từ Trên Cao Tại Hà Nội _ TikTok.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,6b1806ab4b1354c5541d914e3fa1291c,23379
"Khám phá Hồ Gươm_ Biểu tượng lịch sử, văn hóa thủ đô.jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,e687ea98c15d6157c590876cac9efdb1,21015
Khám phá Hồ Hoàn Kiếm_ Biểu tượng của thủ đô nghìn năm văn hiến (1).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,7f6196cb5c84f0ecc74f2b58e0ae6347,34249
Khám phá Hồ Hoàn Kiếm_ Biểu tượng của thủ đô nghìn năm văn hiến (2).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,4172b15809f5706e6a6455621d2cd32e,41157
Khám phá Tháp Rùa - Nơi hồn thiêng giữa lòng thủ đô Hà Nội (1).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,0bb565a4abef759e1ef1358d70aa6bce,34925
Khám phá Tháp Rùa - Nơi hồn thiêng giữa lòng thủ đô Hà Nội.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,b37bbecfb0940bead1a4e97249c294b3,37746
Khám phá tháp rùa Hà Nội - Ý nghĩa lịch sử của tháp rùa Hồ Gươm – Golden  Gift Việt Nam.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,f370afbc4b07220a9d554ab464c2d454,27313
Kiến trúc tháp Rùa.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,f3ce952358776c6e7c2e416e981b40ba,23652
Kết hợp cứu chữa Rùa Hồ Gươm và xử lý ô nhiễm nước hồ.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,e9211dd16f74039fa44529933ef73fa8,22848
Mãn nhãn màn trình diễn 3D mapping tại Tháp Rùa.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,2cdc8295826dd92df5088ed3c0acc140,16159
Người treo cờ Tổ quốc trên Tháp Rùa năm ấy.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,a15caaf00709ce3cd05a2a2f91767984,18673
Những bí ẩn của lịch sử Việt Nam_ Những bí ẩn về Tháp Rùa - Hồ Hoàn Kiếm (3).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,abd9fd837efe2011a5d249aedbc7bb25,30988
Những hình ảnh tuyệt đẹp nhất về Tháp Rùa (1).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,ab6bc8233db35d02952b7e0c7625b9f1,31720
Những hình ảnh tuyệt đẹp nhất về Tháp Rùa (2).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,08adc04c5070d43016b883f48831d8fd,29695
Những hình ảnh tuyệt đẹp nhất về Tháp Rùa.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,e0bcf044b228e87a2048b730c8b309dd,29460
Những điểm vui chơi nên đến dịp nghỉ lễ 30_4 và 1_5 năm nay tại Hà Nội -  Phần 1.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,a532868f8ed2c7c3ee3befc92b691adb,39328
Những địa danh nổi tiếng ở Hà Nội còn mãi với thời gian (1).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,e3643d0ccfc0ab5b7a1fcb87cd40ae8c,27913
Những địa danh nổi tiếng ở Hà Nội còn mãi với thời gian.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,6057857f8b5c7e771e9e00d7fa062af9,39425
Phiên bản Tháp Rùa Hồ Gươm ở Vinh gây xôn xao cộng đồng mạng (1).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,e91283d545be367744a5849eb5efb4be,32323
Phiên bản Tháp Rùa hồ Gươm lạ ở miền Nam bị bỏ hoang.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,ad892f525abbd99010e2a95358201d29,33447
Quang cảnh tháp Rùa tại hồẢnh có sẵn2647315465 _ Shutterstock.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,4a4b1396d59bba6e121c303a9f32e122,35498
"Quy hoạch Hà Nội 100 năm_ Cải tạo Tháp Rùa, tổ chức các quảng trường quanh hồ  Hoàn Kiếm.jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,283f7e5fa9c0c5f34ff832122f514d04,32073
"Ra Hà Nội thăm Tháp Rùa, hồ Hoàn Kiếm - Huế của ta - YouTube.jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,0c8bb86f2e804bb63160f72a5becf063,20995
TRANH THÊU TAY THÁP RÙA - HOA PHƯỢNG - HỒ HOÀN KIẾM.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,da99e5750001dd69e5c511b33b7970df,50358
Tháp Rùa - góc nhìn bình yên của Hà Nội - Tuổi Trẻ Online.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,38beae6d9080268684bdeb9ffbe7b824,25058
Tháp Rùa Cổ ở Hồ Hoàn Kiếm Hà Nội · Ảnh có sẵn miễn phí (1).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,0bb8b9b63b3fecacc14d8acee7622778,18206
Tháp Rùa Cổ ở Hồ Hoàn Kiếm Hà Nội · Ảnh có sẵn miễn phí (2).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,cc669a089a32a02495aadf74832e3eaf,27609
Tháp Rùa Cổ ở Hồ Hoàn Kiếm Hà Nội · Ảnh có sẵn miễn phí (3).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,7b36eb505f54dc048eee17e2bbb56c5e,45280
Tháp Rùa Cổ ở Hồ Hoàn Kiếm Hà Nội · Ảnh có sẵn miễn phí (4).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,ef54944f3f8bbd74d9ec25f381d61c90,25095
Tháp Rùa Cổ ở Hồ Hoàn Kiếm Hà Nội · Ảnh có sẵn miễn phí (5).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,cfdb3047f92980b31581ced87f887ef1,24015
Tháp Rùa Cổ ở Hồ Hoàn Kiếm Hà Nội · Ảnh có sẵn miễn phí (6).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,117ede271dae7fb9d3d27ef646afd3f0,36839
Tháp Rùa Cổ ở Hồ Hoàn Kiếm Hà Nội · Ảnh có sẵn miễn phí (7).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,e9fe42485ca40d762a5f75e003370c2f,28268
Tháp Rùa Cổ ở Hồ Hoàn Kiếm Hà Nội · Ảnh có sẵn miễn phí (9).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,34b78b7b1581ac0fb0460d3f96fc971d,22445
Tháp Rùa Cổ ở Hồ Hoàn Kiếm Hà Nội · Ảnh có sẵn miễn phí.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,5d1f4dcbffe7b5e6cde1c14582be36f2,36166
Tháp Rùa Hà Nội - địa danh lịch sử nổi tiếng thủ đô (1).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,42987059120f9e01eb2ef0d67978921b,29086
Tháp Rùa Hà Nội - địa danh lịch sử nổi tiếng thủ đô (2).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,50c49bd43bbede3c6a8a591ad986f3f9,29796
Tháp Rùa Hà Nội - địa danh lịch sử nổi tiếng thủ đô (4).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,47882fca719d49333612e7de126bce27,15756
Tháp Rùa Hà Nội - địa danh lịch sử nổi tiếng thủ đô (5).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,f5958ea1cde19c6b2a1318489fdd02cc,15478
Tháp Rùa Hà Nội - địa danh lịch sử nổi tiếng thủ đô.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,23edb5b1c43a0a5c6b8fe9f42d556f9e,40937
Tháp Rùa Hồ Gươm - Biểu tượng vượt thời gian của Hà Nội _ Green SM.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,4ed1e09f190a7107393d85dfa7d6d9bf,26411
Tháp Rùa Hồ Gươm - Hà Nội.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,6bccb3f2729587f7f56d48352237b751,33628
"Tháp Rùa Hồ Gươm - Địa danh văn hoá, lịch sử lâu đời Hà Nội.jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,908bc694dc10b588bdf7513229051410,35842
Tháp Rùa Hồ Gươm _ Tìm hiểu về biểu tượng của thủ đô Hà Nội (1).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,55b91b6f30c6f70a28a861b4027017df,39348
Tháp Rùa Hồ Gươm _ Tìm hiểu về biểu tượng của thủ đô Hà Nội (2).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,722de7c53cf96639f9d94bd1074f6000,36316
Tháp Rùa Hồ Gươm _ Tìm hiểu về biểu tượng của thủ đô Hà Nội (3).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,5ca44e480741c98a39318d1a4b4cbd20,32385
Tháp Rùa Hồ Gươm _ Tìm hiểu về biểu tượng của thủ đô Hà Nội (4).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,0dd169dc6a653fb3bb4246c4d3539b10,33768
Tháp Rùa Hồ Gươm _ Tìm hiểu về biểu tượng của thủ đô Hà Nội.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,cd37a733e30ece6a230464190a20630d,32361
"Tháp Rùa Hồ Gươm – Dấu ấn văn hóa, lịch sử của Thủ đô (1).jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,11da2b1f771564490871e9b43a4d3b04,28862
"Tháp Rùa Hồ Gươm – Dấu ấn văn hóa, lịch sử của Thủ đô (2).jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,58b632d540fde4df082783cb1cf782d9,32887
"Tháp Rùa Hồ Gươm – Dấu ấn văn hóa, lịch sử của Thủ đô (3).jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,1d4d2550d6af7db204b381e09201c62a,34196
"Tháp Rùa Hồ Gươm – Dấu ấn văn hóa, lịch sử của Thủ đô (4).jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,eac26bff575e00d9c5aed471892f070b,34234
"Tháp Rùa Hồ Gươm – Dấu ấn văn hóa, lịch sử của Thủ đô (5).jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,fccc273e8ea5312fc92e8a89f34d5ece,33626
"Tháp Rùa Hồ Gươm – Dấu ấn văn hóa, lịch sử của Thủ đô.jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,97abace958d430daee58a255dfea3b6a,34199
Tháp Rùa Hồ Gươm – Linh hồn của thủ đô Hà Nội _ Justfly.vn.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,8cddea2934a6aaf5b85e4df6c40a0227,30421
Tháp Rùa Hồ Gươm – Vẻ đẹp trường tồn cùng năm tháng nơi “trái tim” Thủ đô –  VinWonders (1).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,1a14e9dfed1558c154bffec3b1784900,30468
Tháp Rùa Hồ Gươm – Vẻ đẹp trường tồn cùng năm tháng nơi “trái tim” Thủ đô –  VinWonders (2).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,42539b6734fd99cc1a74c4f484190d41,28312
Tháp Rùa Hồ Gươm – Vẻ đẹp trường tồn cùng năm tháng nơi “trái tim” Thủ đô –  VinWonders (3).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,e91ac1d94df5028cf2a793ab8d62deb7,36715
Tháp Rùa Hồ Gươm – Vẻ đẹp trường tồn cùng năm tháng nơi “trái tim” Thủ đô –  VinWonders (4).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,1e18376ef6e080931dce6e1f25a0522a,31524
Tháp Rùa Hồ Gươm – Vẻ đẹp trường tồn cùng năm tháng nơi “trái tim” Thủ đô –  VinWonders (5).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,12793908b9cdfc16aed4b4f9d3a666b9,42089
Tháp Rùa Hồ Gươm – Vẻ đẹp trường tồn cùng năm tháng nơi “trái tim” Thủ đô –  VinWonders (6).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,1e9c3f73b1a99f4d67d626fa54bd5bc4,46193
Tháp Rùa Hồ Gươm – Vẻ đẹp trường tồn cùng năm tháng nơi “trái tim” Thủ đô –  VinWonders (7).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,efe0a50f7e9303c68f8452580da5ceb5,41434
Tháp Rùa Hồ Gươm – Vẻ đẹp trường tồn cùng năm tháng nơi “trái tim” Thủ đô –  VinWonders.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,fa794944e0acad228f0db3ea899c18f5,28135
"Tháp Rùa Hồ Gươm, Hà Nội _ Justfly.vn (1).jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,9fc0888696511a17fb2daab31289b250,22666
"Tháp Rùa Hồ Gươm, Hà Nội _ Justfly.vn (2).jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,e164083ebe2e4c9b13d06cb541e2bb27,14547
"Tháp Rùa Hồ Gươm, Hà Nội _ Justfly.vn.jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,b6387064021a3164dfac0ecfda61473b,28776
Tháp Rùa Hồ Gươm_ Biểu Tượng Văn Hóa Giữa Trái Tim Hà Nội - Blog Mytour.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,46f47db4d1e1f024702c1259e3dad75e,27241
"Tháp Rùa Và Hồ Hoàn Kiếm Ở Hà Nội Việt Nam Hình ảnh Sẵn có - Tải xuống Hình  ảnh Ngay bây giờ - Ban ngày, Biểu tượng - Đồ thủ công,.jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,f10bb05d8c1bb4c53d7a760e531b0dd2,26022
Tháp Rùa tại Hồ Gươm được xây dựng khi nào_ (1).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,8119d57e455e87340f9ad19a71e070d7,21655
Tháp Rùa tại Hồ Gươm được xây dựng khi nào_ (2).jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,589499ae1ad7b8a1b55741ddf0eb9e67,34091
Tháp Rùa tại Hồ Gươm được xây dựng khi nào_.jpg,ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,771289ea96a86adad38f04ebf823b4d7,33409
"Tháp Rùa tại hồ Hoàn Kiếm, Hà Nội, Việt Nam - Lake of the Restored Sword ( Hoan Kiem Lake), Hanoi Resmi - Tripadvisor (1).jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,a6c0966aac4ded6591f660f0eee29587,18906
"Tháp Rùa tại hồ Hoàn Kiếm, Hà Nội, Việt Nam - Lake of the Restored Sword ( Hoan Kiem Lake), Hanoi Resmi - Tripadvisor (2).jpg",ho_guom,0,Hồ Gươm,Hoan Kiem Lake,224,224,6633de098a22827eb7a67facc507eee1,16238
